step,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,key_12,key_13
step_0_q_11,0.0859375,0.443359375,0.00823974609375,0.01153564453125,9.298324584960938e-05,0.22265625,0.076171875,0.00885009765625,0.0021820068359375,0.0517578125,0.0023956298828125,0.08740234375,0.0,0.0
step_0_q_12,0.000705718994140625,0.060302734375,0.0004253387451171875,0.00112152099609375,0.003265380859375,0.142578125,0.546875,0.00150299072265625,0.00057220458984375,0.042724609375,0.000637054443359375,0.00010251998901367188,0.201171875,0.0
step_0_q_13,0.0107421875,0.1123046875,0.625,0.00921630859375,0.00909423828125,0.0322265625,0.00653076171875,0.0301513671875,0.01953125,0.0001678466796875,0.08203125,0.00225830078125,0.0322265625,0.0274658203125
step_1_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_1_q_1,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_1_q_2,0.333984375,0.333984375,0.33203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_1_q_3,0.01226806640625,0.1494140625,0.80859375,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_1_q_4,0.01904296875,0.05859375,0.62890625,0.2177734375,0.0751953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_1_q_5,0.029052734375,0.0272216796875,0.21484375,0.33203125,0.33203125,0.0654296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_1_q_6,0.04052734375,0.00531005859375,0.03564453125,0.12451171875,0.59375,0.150390625,0.048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_1_q_7,0.046875,0.005950927734375,0.020751953125,0.038818359375,0.443359375,0.25390625,0.1630859375,0.0267333984375,0.0,0.0,0.0,0.0,0.0,0.0
step_1_q_8,0.030029296875,0.01611328125,0.0361328125,0.0133056640625,0.10498046875,0.162109375,0.4140625,0.162109375,0.059814453125,0.0,0.0,0.0,0.0,0.0
step_1_q_9,0.001983642578125,0.0029754638671875,0.0089111328125,0.0091552734375,0.0091552734375,0.02001953125,0.037353515625,0.1533203125,0.390625,0.3671875,0.0,0.0,0.0,0.0
step_1_q_10,0.0037689208984375,0.01275634765625,0.05712890625,0.0223388671875,0.13671875,0.10009765625,0.13671875,0.13671875,0.349609375,0.004974365234375,0.039306640625,0.0,0.0,0.0
step_1_q_11,0.00102996826171875,0.00106048583984375,0.004608154296875,0.0078125,0.02001953125,0.02734375,0.045166015625,0.07421875,0.427734375,0.138671875,0.2294921875,0.022705078125,0.0,0.0
step_1_q_12,0.0003147125244140625,0.0001354217529296875,0.00083160400390625,0.00116729736328125,0.0069580078125,0.00836181640625,0.00836181640625,0.0189208984375,0.0703125,0.08447265625,0.5859375,0.1904296875,0.0213623046875,0.0
step_1_q_13,0.00014400482177734375,5.125999450683594e-05,0.0002956390380859375,0.000415802001953125,0.002044677734375,0.007598876953125,0.01251220703125,0.01422119140625,0.052734375,0.0341796875,0.60546875,0.2216796875,0.0234375,0.0264892578125
step_2_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_2_q_1,0.5,0.498046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_2_q_2,0.337890625,0.32421875,0.337890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_2_q_3,0.00341796875,0.69921875,0.1767578125,0.12158203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_2_q_4,0.00194549560546875,0.5390625,0.2109375,0.1318359375,0.11669921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_2_q_5,0.0022430419921875,0.490234375,0.1494140625,0.1318359375,0.1279296875,0.0966796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_2_q_6,0.00110626220703125,0.361328125,0.150390625,0.1767578125,0.150390625,0.07568359375,0.08349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_2_q_7,0.00115203857421875,0.55859375,0.0830078125,0.12060546875,0.0908203125,0.0625,0.047119140625,0.036865234375,0.0,0.0,0.0,0.0,0.0,0.0
step_2_q_8,0.0020751953125,0.58203125,0.08349609375,0.07177734375,0.06298828125,0.049072265625,0.044677734375,0.0289306640625,0.076171875,0.0,0.0,0.0,0.0,0.0
step_2_q_9,0.001861572265625,0.77734375,0.0146484375,0.0257568359375,0.02490234375,0.046630859375,0.0177001953125,0.0146484375,0.02734375,0.051025390625,0.0,0.0,0.0,0.0
step_2_q_10,0.001953125,0.6875,0.0172119140625,0.036376953125,0.0250244140625,0.0311279296875,0.038818359375,0.0242919921875,0.046630859375,0.052978515625,0.038818359375,0.0,0.0,0.0
step_2_q_11,0.00188446044921875,0.57421875,0.034423828125,0.0390625,0.048583984375,0.037841796875,0.0260009765625,0.0126953125,0.056884765625,0.04150390625,0.0517578125,0.0751953125,0.0,0.0
step_2_q_12,0.00147247314453125,0.28125,0.09130859375,0.0712890625,0.08056640625,0.03466796875,0.02783203125,0.01397705078125,0.08056640625,0.06884765625,0.1064453125,0.0537109375,0.08837890625,0.0
step_2_q_13,0.00096893310546875,0.5,0.031982421875,0.039794921875,0.0311279296875,0.0234375,0.03759765625,0.0177001953125,0.048095703125,0.0439453125,0.0439453125,0.06396484375,0.08203125,0.0341796875
step_3_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_3_q_1,0.5234375,0.474609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_3_q_2,0.333984375,0.333984375,0.333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_3_q_3,0.001617431640625,0.95703125,0.0289306640625,0.0128173828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_3_q_4,0.004364013671875,0.8984375,0.04833984375,0.034912109375,0.012451171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_3_q_5,0.004608154296875,0.76171875,0.11669921875,0.07666015625,0.0252685546875,0.01556396484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_3_q_6,0.0037078857421875,0.59765625,0.1376953125,0.142578125,0.054931640625,0.046142578125,0.0167236328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_3_q_7,0.0034332275390625,0.67578125,0.10888671875,0.126953125,0.036376953125,0.026611328125,0.009521484375,0.01239013671875,0.0,0.0,0.0,0.0,0.0,0.0
step_3_q_8,0.0037078857421875,0.6875,0.126953125,0.09619140625,0.03369140625,0.0191650390625,0.00628662109375,0.0069580078125,0.0189208984375,0.0,0.0,0.0,0.0,0.0
step_3_q_9,0.00164031982421875,0.59375,0.10693359375,0.0712890625,0.0245361328125,0.0230712890625,0.0135498046875,0.0191650390625,0.03759765625,0.10693359375,0.0,0.0,0.0,0.0
step_3_q_10,0.0022735595703125,0.875,0.05078125,0.033935546875,0.00885009765625,0.00408935546875,0.00185394287109375,0.0027008056640625,0.00494384765625,0.0028076171875,0.01458740234375,0.0,0.0,0.0
step_3_q_11,0.0009918212890625,0.81640625,0.0211181640625,0.0228271484375,0.00921630859375,0.0089111328125,0.00799560546875,0.00799560546875,0.018310546875,0.019775390625,0.043212890625,0.0220947265625,0.0,0.0
step_3_q_12,0.00022029876708984375,0.875,0.013916015625,0.01068115234375,0.003662109375,0.003082275390625,0.0031280517578125,0.00628662109375,0.00860595703125,0.01416015625,0.031494140625,0.0126953125,0.01708984375,0.0
step_3_q_13,0.00089263916015625,0.92578125,0.01239013671875,0.0111083984375,0.0037841796875,0.001617431640625,0.00103759765625,0.00122833251953125,0.00390625,0.0023040771484375,0.01519775390625,0.0018463134765625,0.002410888671875,0.01544189453125
step_4_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_4_q_1,0.51953125,0.48046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_4_q_2,0.328125,0.34765625,0.32421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_4_q_3,0.013671875,0.921875,0.0093994140625,0.055419921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_4_q_4,0.003173828125,0.78125,0.0172119140625,0.053955078125,0.14453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_4_q_5,0.002105712890625,0.73046875,0.006927490234375,0.059814453125,0.06982421875,0.130859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_4_q_6,0.0025787353515625,0.88671875,0.002960205078125,0.03125,0.01263427734375,0.013671875,0.051513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_4_q_7,0.00087738037109375,0.86328125,0.00138092041015625,0.0166015625,0.006103515625,0.005462646484375,0.0196533203125,0.08544921875,0.0,0.0,0.0,0.0,0.0,0.0
step_4_q_8,0.000919342041015625,0.78515625,0.00506591796875,0.037353515625,0.0164794921875,0.01116943359375,0.0205078125,0.047119140625,0.07763671875,0.0,0.0,0.0,0.0,0.0
step_4_q_9,0.00063323974609375,0.7890625,0.041015625,0.0123291015625,0.00860595703125,0.0079345703125,0.001953125,0.00101470947265625,0.002227783203125,0.13671875,0.0,0.0,0.0,0.0
step_4_q_10,0.000743865966796875,0.73828125,0.026123046875,0.0732421875,0.016845703125,0.006927490234375,0.00726318359375,0.01611328125,0.0291748046875,0.012939453125,0.07080078125,0.0,0.0,0.0
step_4_q_11,0.003753662109375,0.83203125,0.01361083984375,0.014404296875,0.0038604736328125,0.0030059814453125,0.002044677734375,0.003936767578125,0.005340576171875,0.091796875,0.006256103515625,0.0211181640625,0.0,0.0
step_4_q_12,0.00185394287109375,0.78125,0.05078125,0.017822265625,0.006866455078125,0.00286865234375,0.001708984375,0.002593994140625,0.0067138671875,0.0145263671875,0.0172119140625,0.01806640625,0.0771484375,0.0
step_4_q_13,0.0024871826171875,0.73046875,0.0322265625,0.04541015625,0.01495361328125,0.006103515625,0.003692626953125,0.0089111328125,0.0111083984375,0.00543212890625,0.026611328125,0.0054931640625,0.01519775390625,0.09033203125
step_5_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_5_q_1,0.484375,0.515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_5_q_2,0.333984375,0.33984375,0.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_5_q_3,0.00592041015625,0.31640625,0.055908203125,0.62109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_5_q_4,0.01025390625,0.61328125,0.02587890625,0.240234375,0.111328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_5_q_5,0.0037689208984375,0.6796875,0.01434326171875,0.0654296875,0.036865234375,0.1982421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_5_q_6,0.0035858154296875,0.62890625,0.0233154296875,0.11279296875,0.049072265625,0.07177734375,0.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_5_q_7,0.0024261474609375,0.5703125,0.026611328125,0.1337890625,0.056640625,0.046875,0.0458984375,0.1162109375,0.0,0.0,0.0,0.0,0.0,0.0
step_5_q_8,0.006195068359375,0.7734375,0.00860595703125,0.037841796875,0.0191650390625,0.0128173828125,0.01263427734375,0.040771484375,0.08837890625,0.0,0.0,0.0,0.0,0.0
step_5_q_9,0.0022430419921875,0.359375,0.0634765625,0.04931640625,0.0252685546875,0.024658203125,0.0098876953125,0.019775390625,0.0252685546875,0.419921875,0.0,0.0,0.0,0.0
step_5_q_10,0.0021209716796875,0.7890625,0.00848388671875,0.0291748046875,0.0169677734375,0.00970458984375,0.0062255859375,0.01220703125,0.025390625,0.006805419921875,0.0927734375,0.0,0.0,0.0
step_5_q_11,0.008056640625,0.494140625,0.019287109375,0.008056640625,0.00604248046875,0.01007080078125,0.00701904296875,0.005645751953125,0.0054931640625,0.046875,0.04052734375,0.349609375,0.0,0.0
step_5_q_12,0.0026092529296875,0.404296875,0.1494140625,0.032470703125,0.0235595703125,0.01495361328125,0.004119873046875,0.016357421875,0.01263427734375,0.012939453125,0.068359375,0.0234375,0.234375,0.0
step_5_q_13,0.0028076171875,0.392578125,0.042724609375,0.08740234375,0.03955078125,0.01220703125,0.006683349609375,0.03125,0.03076171875,0.004669189453125,0.09619140625,0.000759124755859375,0.0074462890625,0.2451171875
step_6_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_6_q_1,0.51953125,0.478515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_6_q_2,0.31640625,0.3359375,0.34765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_6_q_3,0.0191650390625,0.6875,0.251953125,0.04248046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_6_q_4,0.002044677734375,0.83984375,0.0296630859375,0.0859375,0.043212890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_6_q_5,0.003143310546875,0.51171875,0.0240478515625,0.2421875,0.201171875,0.0155029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_6_q_6,0.0018310546875,0.93359375,0.002105712890625,0.024169921875,0.02001953125,0.009765625,0.006805419921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_6_q_7,0.003997802734375,0.8203125,0.004241943359375,0.07177734375,0.0615234375,0.0198974609375,0.0084228515625,0.0079345703125,0.0,0.0,0.0,0.0,0.0,0.0
step_6_q_8,0.003204345703125,0.6796875,0.010986328125,0.055908203125,0.05419921875,0.0289306640625,0.0181884765625,0.1298828125,0.0181884765625,0.0,0.0,0.0,0.0,0.0
step_6_q_9,0.00823974609375,0.7890625,0.0166015625,0.00775146484375,0.004608154296875,0.005157470703125,0.004791259765625,0.0174560546875,0.0172119140625,0.12890625,0.0,0.0,0.0,0.0
step_6_q_10,0.004547119140625,0.54296875,0.025390625,0.039306640625,0.048828125,0.05029296875,0.0135498046875,0.1171875,0.0537109375,0.0830078125,0.0223388671875,0.0,0.0,0.0
step_6_q_11,0.033935546875,0.76953125,0.01409912109375,0.00830078125,0.00115966796875,0.0054931640625,0.004669189453125,0.00848388671875,0.00421142578125,0.11083984375,0.00872802734375,0.0302734375,0.0,0.0
step_6_q_12,0.00390625,0.78125,0.025146484375,0.020263671875,0.021484375,0.0064697265625,0.0007476806640625,0.004302978515625,0.008544921875,0.045654296875,0.034912109375,0.017822265625,0.027587890625,0.0
step_6_q_13,0.0030059814453125,0.400390625,0.044921875,0.0576171875,0.10791015625,0.025634765625,0.0030517578125,0.0247802734375,0.0308837890625,0.0478515625,0.051025390625,0.002349853515625,0.1669921875,0.033935546875
step_7_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_7_q_1,0.50390625,0.49609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_7_q_2,0.349609375,0.318359375,0.33203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_7_q_3,0.004852294921875,0.50390625,0.2734375,0.216796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_7_q_4,0.005340576171875,0.7109375,0.07470703125,0.1826171875,0.0281982421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_7_q_5,0.00162506103515625,0.462890625,0.1650390625,0.255859375,0.0361328125,0.080078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_7_q_6,0.003021240234375,0.5703125,0.0771484375,0.134765625,0.06298828125,0.11376953125,0.038818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_7_q_7,0.0036163330078125,0.466796875,0.109375,0.1884765625,0.040771484375,0.1318359375,0.015869140625,0.042724609375,0.0,0.0,0.0,0.0,0.0,0.0
step_7_q_8,0.002105712890625,0.546875,0.062255859375,0.1298828125,0.04638671875,0.07080078125,0.0164794921875,0.07421875,0.05078125,0.0,0.0,0.0,0.0,0.0
step_7_q_9,0.00194549560546875,0.55859375,0.025146484375,0.0240478515625,0.0301513671875,0.04052734375,0.024658203125,0.055419921875,0.04443359375,0.193359375,0.0,0.0,0.0,0.0
step_7_q_10,0.0020751953125,0.35546875,0.06982421875,0.0791015625,0.015625,0.049560546875,0.007476806640625,0.061767578125,0.0537109375,0.08984375,0.2158203125,0.0,0.0,0.0
step_7_q_11,0.00982666015625,0.66015625,0.055908203125,0.036865234375,0.006317138671875,0.0101318359375,0.0025634765625,0.005706787109375,0.01239013671875,0.047119140625,0.115234375,0.03857421875,0.0,0.0
step_7_q_12,0.00102996826171875,0.0947265625,0.091796875,0.171875,0.047607421875,0.0289306640625,0.0035552978515625,0.0084228515625,0.03125,0.05224609375,0.1337890625,0.005340576171875,0.330078125,0.0
step_7_q_13,0.001739501953125,0.33203125,0.037841796875,0.05517578125,0.02685546875,0.037841796875,0.006805419921875,0.05517578125,0.07421875,0.053466796875,0.1474609375,0.005279541015625,0.08935546875,0.07666015625
step_8_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_8_q_1,0.5,0.498046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_8_q_2,0.353515625,0.3203125,0.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_8_q_3,0.0157470703125,0.83203125,0.062255859375,0.09033203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_8_q_4,0.0247802734375,0.828125,0.08984375,0.039794921875,0.0191650390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_8_q_5,0.032470703125,0.765625,0.061767578125,0.061767578125,0.046630859375,0.031982421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_8_q_6,0.017578125,0.79296875,0.053955078125,0.034423828125,0.0693359375,0.020263671875,0.00970458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_8_q_7,0.01434326171875,0.62109375,0.11474609375,0.07177734375,0.1298828125,0.029052734375,0.006591796875,0.0126953125,0.0,0.0,0.0,0.0,0.0,0.0
step_8_q_8,0.01104736328125,0.625,0.06591796875,0.07666015625,0.1572265625,0.046630859375,0.005157470703125,0.00482177734375,0.00860595703125,0.0,0.0,0.0,0.0,0.0
step_8_q_9,0.021728515625,0.71875,0.03271484375,0.0537109375,0.0269775390625,0.010986328125,0.0166015625,0.03759765625,0.05126953125,0.0291748046875,0.0,0.0,0.0,0.0
step_8_q_10,0.00799560546875,0.625,0.0306396484375,0.06396484375,0.08203125,0.07958984375,0.0201416015625,0.01495361328125,0.015380859375,0.00048065185546875,0.06005859375,0.0,0.0,0.0
step_8_q_11,0.0107421875,0.77734375,0.0047607421875,0.023193359375,0.017578125,0.00518798828125,0.0025482177734375,0.0079345703125,0.032470703125,0.006134033203125,0.078125,0.03564453125,0.0,0.0
step_8_q_12,0.00183868408203125,0.5234375,0.07275390625,0.1240234375,0.034423828125,0.03125,0.0028076171875,0.005523681640625,0.0159912109375,0.040283203125,0.0966796875,0.00970458984375,0.042724609375,0.0
step_8_q_13,0.00396728515625,0.6484375,0.0302734375,0.07275390625,0.027587890625,0.01953125,0.01165771484375,0.01300048828125,0.035400390625,0.007080078125,0.06396484375,0.00634765625,0.0020599365234375,0.058349609375
step_9_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_9_q_1,0.48828125,0.51171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_9_q_2,0.314453125,0.36328125,0.3203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_9_q_3,1.6450881958007812e-05,0.98828125,0.0002880096435546875,0.01202392578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_9_q_4,4.601478576660156e-05,0.9765625,0.00017547607421875,0.0045166015625,0.016845703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_9_q_5,0.000186920166015625,0.9921875,0.0003948211669921875,0.00104522705078125,0.0012969970703125,0.00445556640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_9_q_6,8.64267349243164e-06,1.0,0.00012683868408203125,0.00023746490478515625,0.00023746490478515625,0.000278472900390625,0.0004177093505859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_9_q_7,1.8477439880371094e-05,0.99609375,0.000308990478515625,0.00159454345703125,0.0012054443359375,0.000614166259765625,0.000339508056640625,0.000576019287109375,0.0,0.0,0.0,0.0,0.0,0.0
step_9_q_8,4.8160552978515625e-05,0.96875,0.00018405914306640625,0.0052490234375,0.00982666015625,0.00421142578125,0.000885009765625,0.0011749267578125,0.00811767578125,0.0,0.0,0.0,0.0,0.0
step_9_q_9,7.963180541992188e-05,0.91796875,0.056884765625,0.00927734375,0.0019683837890625,0.00107574462890625,0.00035858154296875,0.00148773193359375,0.00188446044921875,0.010498046875,0.0,0.0,0.0,0.0
step_9_q_10,5.8650970458984375e-05,0.9375,0.004608154296875,0.00592041015625,0.00347900390625,0.00189208984375,0.0005950927734375,0.00099945068359375,0.00811767578125,3.2901763916015625e-05,0.03857421875,0.0,0.0,0.0
step_9_q_11,0.001220703125,0.9296875,0.00469970703125,0.00677490234375,0.003143310546875,0.0013885498046875,0.0003204345703125,0.00058746337890625,0.01153564453125,0.000701904296875,0.03955078125,0.0015869140625,0.0,0.0
step_9_q_12,4.26173210144043e-06,0.99609375,0.0001354217529296875,0.00025177001953125,0.0001354217529296875,0.000518798828125,0.0006256103515625,3.981590270996094e-05,0.00066375732421875,3.361701965332031e-05,0.00106048583984375,0.0006256103515625,6.771087646484375e-05,0.0
step_9_q_13,0.000766754150390625,0.703125,0.006561279296875,0.0240478515625,0.0263671875,0.0272216796875,0.006256103515625,0.003509521484375,0.07177734375,0.00022220611572265625,0.111328125,0.002655029296875,0.0003528594970703125,0.01708984375
step_10_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_10_q_1,0.4765625,0.5234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_10_q_2,0.337890625,0.326171875,0.3359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_10_q_3,0.00457763671875,0.84765625,0.01708984375,0.1298828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_10_q_4,0.0027008056640625,0.82421875,0.02001953125,0.04931640625,0.1044921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_10_q_5,0.00136566162109375,0.73046875,0.004486083984375,0.0927734375,0.0283203125,0.1435546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_10_q_6,0.000247955322265625,0.84765625,0.004058837890625,0.0159912109375,0.01287841796875,0.0240478515625,0.09521484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_10_q_7,0.0001163482666015625,0.79296875,0.0036773681640625,0.005859375,0.0106201171875,0.0096435546875,0.03076171875,0.146484375,0.0,0.0,0.0,0.0,0.0,0.0
step_10_q_8,0.00028228759765625,0.69921875,0.0035552978515625,0.004852294921875,0.0224609375,0.0174560546875,0.0106201171875,0.02880859375,0.212890625,0.0,0.0,0.0,0.0,0.0
step_10_q_9,0.00146484375,0.9453125,0.00872802734375,0.005462646484375,0.000904083251953125,0.000514984130859375,0.00188446044921875,0.000640869140625,0.00060272216796875,0.033447265625,0.0,0.0,0.0,0.0
step_10_q_10,0.00113677978515625,0.47265625,0.005096435546875,0.018310546875,0.018310546875,0.0220947265625,0.005584716796875,0.01220703125,0.119140625,0.00170135498046875,0.32421875,0.0,0.0,0.0
step_10_q_11,0.014404296875,0.7890625,0.006805419921875,0.029541015625,0.003936767578125,0.009033203125,0.004913330078125,0.003753662109375,0.0032196044921875,0.00592041015625,0.01055908203125,0.12060546875,0.0,0.0
step_10_q_12,0.0133056640625,0.875,0.02001953125,0.0120849609375,0.00250244140625,0.000904083251953125,0.00104522705078125,0.0078125,0.0035858154296875,0.007568359375,0.002349853515625,0.0020751953125,0.051025390625,0.0
step_10_q_13,0.007232666015625,0.65234375,0.0216064453125,0.014404296875,0.00482177734375,0.001495361328125,0.000949859619140625,0.001495361328125,0.009033203125,0.00341796875,0.020263671875,0.0045166015625,0.003936767578125,0.255859375
step_11_q_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_11_q_1,0.4921875,0.5078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
step_11_q_2,0.32421875,0.349609375,0.326171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
