query_token,token_0,token_1,token_2,token_3,token_4,token_5,token_6,token_7,token_8,token_9,token_10,token_11,token_12,token_13,token_14,token_15,token_16,token_17,token_18,token_19,token_20,token_21,token_22,token_23,token_24,token_25,token_26,token_27,token_28,token_29,token_30,token_31,token_32,token_33,token_34,token_35,token_36,token_37,token_38,token_39,token_40,token_41,token_42,token_43,token_44,token_45,token_46,token_47,token_48,token_49,token_50,token_51,token_52,token_53,token_54,token_55,token_56,token_57,token_58,token_59,token_60,token_61,token_62,token_63,token_64,token_65,token_66,token_67,token_68,token_69,token_70,token_71,token_72,token_73,token_74,token_75,token_76,token_77
token_10,0.0064697265625,0.00238037109375,0.95703125,0.0299072265625,0.000537872314453125,0.00144195556640625,0.0002040863037109375,0.00012493133544921875,4.5299530029296875e-05,0.00011205673217773438,0.000522613525390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_11,0.03759765625,0.474609375,0.31640625,0.033203125,0.0024871826171875,0.019287109375,0.0010223388671875,0.00074005126953125,0.000652313232421875,0.000652313232421875,0.00186920166015625,0.11279296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_12,0.0184326171875,0.01348876953125,0.88671875,0.021484375,0.0019989013671875,0.007568359375,0.000507354736328125,0.00042724609375,0.000209808349609375,0.0003604888916015625,0.001220703125,0.045654296875,0.00189208984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_13,0.0079345703125,0.00396728515625,0.9140625,0.040283203125,0.00165557861328125,0.002655029296875,0.000453948974609375,0.000316619873046875,0.0001468658447265625,0.0003604888916015625,0.0015106201171875,0.02587890625,0.000713348388671875,4.935264587402344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_14,0.0128173828125,0.0091552734375,0.734375,0.053955078125,0.00921630859375,0.0284423828125,0.0024566650390625,0.0020751953125,0.00131988525390625,0.00173187255859375,0.0045166015625,0.1298828125,0.0081787109375,0.0003814697265625,0.00225830078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_15,0.00982666015625,0.00153350830078125,0.9453125,0.017333984375,0.00144195556640625,0.0022735595703125,0.000385284423828125,0.00028228759765625,0.0001163482666015625,0.0003223419189453125,0.00121307373046875,0.020263671875,0.000644683837890625,6.246566772460938e-05,0.0001201629638671875,6.67572021484375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_16,0.002410888671875,0.0003814697265625,0.94140625,0.0294189453125,0.00165557861328125,0.002227783203125,0.0003662109375,0.0002593994140625,8.535385131835938e-05,0.0002593994140625,0.0011749267578125,0.0184326171875,0.00057220458984375,4.9591064453125e-05,5.1021575927734375e-05,5.3882598876953125e-05,7.450580596923828e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_17,0.00506591796875,0.00133514404296875,0.765625,0.0194091796875,0.00970458984375,0.022705078125,0.0036468505859375,0.00262451171875,0.0015869140625,0.0033416748046875,0.009765625,0.1416015625,0.00726318359375,0.000766754150390625,0.001068115234375,0.000659942626953125,0.0003070831298828125,0.0042724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_18,0.0390625,0.0245361328125,0.8125,0.05517578125,0.002532958984375,0.006683349609375,0.000812530517578125,0.000732421875,0.000354766845703125,0.000553131103515625,0.0020751953125,0.047119140625,0.002532958984375,0.00010347366333007812,0.0008392333984375,9.107589721679688e-05,4.1961669921875e-05,0.000576019287109375,0.00537109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_19,0.005462646484375,0.0035247802734375,0.93359375,0.031982421875,0.000537872314453125,0.002044677734375,0.0001678466796875,8.20159912109375e-05,3.8623809814453125e-05,7.43865966796875e-05,0.0003662109375,0.01373291015625,0.0003261566162109375,9.47713851928711e-06,8.344650268554688e-05,8.463859558105469e-06,3.2186508178710938e-06,0.0002651214599609375,0.00089263916015625,0.00628662109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_20,0.00689697265625,0.00133514404296875,0.9140625,0.0157470703125,0.0015869140625,0.00457763671875,0.0004405975341796875,0.0003261566162109375,0.00011777877807617188,0.000339508056640625,0.001312255859375,0.034423828125,0.00096893310546875,6.914138793945312e-05,0.0002040863037109375,7.2479248046875e-05,1.5974044799804688e-05,0.0005645751953125,0.003204345703125,0.01153564453125,0.000347137451171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_21,0.013916015625,0.0009765625,0.91796875,0.0162353515625,0.0022735595703125,0.00286865234375,0.0006561279296875,0.000484466552734375,0.00021839141845703125,0.000644683837890625,0.0023040771484375,0.025146484375,0.00098419189453125,0.00012063980102539062,0.00016307830810546875,0.000156402587890625,3.039836883544922e-05,0.000675201416015625,0.0028228759765625,0.01226806640625,0.000507354736328125,6.246566772460938e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_22,0.007080078125,0.000858306884765625,0.9296875,0.02392578125,0.00146484375,0.0023040771484375,0.00032806396484375,0.00025177001953125,8.344650268554688e-05,0.0002613067626953125,0.00121307373046875,0.0218505859375,0.000659942626953125,4.649162292480469e-05,7.534027099609375e-05,5.507469177246094e-05,8.344650268554688e-06,0.000400543212890625,0.0018463134765625,0.0087890625,0.0002613067626953125,1.9431114196777344e-05,3.743171691894531e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_23,0.021728515625,0.00811767578125,0.8125,0.02001953125,0.003509521484375,0.00811767578125,0.000881195068359375,0.00078582763671875,0.0004863739013671875,0.00101470947265625,0.0024566650390625,0.0732421875,0.002410888671875,0.0001678466796875,0.000949859619140625,0.0002307891845703125,7.915496826171875e-05,0.00113677978515625,0.00555419921875,0.03466796875,0.000732421875,8.296966552734375e-05,0.00024127960205078125,0.0003833770751953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_24,0.0205078125,0.000701904296875,0.9296875,0.00897216796875,0.0018768310546875,0.002685546875,0.00060272216796875,0.000469207763671875,0.00020885467529296875,0.00058746337890625,0.0018463134765625,0.019287109375,0.00103759765625,0.00014591217041015625,0.00020122528076171875,0.0001926422119140625,3.0994415283203125e-05,0.00061798095703125,0.002197265625,0.0084228515625,0.000522613525390625,8.916854858398438e-05,0.00013065338134765625,0.0002956390380859375,0.00014019012451171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_25,0.00762939453125,0.000431060791015625,0.94140625,0.01611328125,0.0013885498046875,0.00225830078125,0.000377655029296875,0.00031280517578125,0.00010061264038085938,0.0002994537353515625,0.0012054443359375,0.0189208984375,0.0006561279296875,6.4849853515625e-05,8.344650268554688e-05,8.106231689453125e-05,1.0788440704345703e-05,0.0003662109375,0.00165557861328125,0.007415771484375,0.0002689361572265625,2.9921531677246094e-05,5.53131103515625e-05,0.0001373291015625,4.696846008300781e-05,4.863739013671875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_26,0.038330078125,0.01171875,0.76953125,0.059326171875,0.0023040771484375,0.006866455078125,0.000583648681640625,0.000583648681640625,0.00023174285888671875,0.000507354736328125,0.0019989013671875,0.059326171875,0.0023040771484375,9.775161743164062e-05,0.00055694580078125,8.821487426757812e-05,2.7060508728027344e-05,0.0004367828369140625,0.00518798828125,0.037109375,0.00024127960205078125,2.1219253540039062e-05,8.726119995117188e-05,0.00014495849609375,3.039836883544922e-05,4.363059997558594e-05,0.00110626220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_27,0.00726318359375,0.00128173828125,0.94921875,0.02099609375,0.000560760498046875,0.00147247314453125,0.0001983642578125,0.00012874603271484375,4.1484832763671875e-05,0.00011348724365234375,0.0005340576171875,0.01055908203125,0.0002574920654296875,1.9311904907226562e-05,5.650520324707031e-05,2.0503997802734375e-05,3.904104232788086e-06,0.00023365020751953125,0.00089263916015625,0.004119873046875,7.343292236328125e-05,5.245208740234375e-06,1.52587890625e-05,3.600120544433594e-05,9.000301361083984e-06,1.2934207916259766e-05,0.00016689300537109375,0.000576019287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_28,0.01385498046875,0.000640869140625,0.91015625,0.0167236328125,0.002899169921875,0.0035552978515625,0.000797271728515625,0.000652313232421875,0.0002613067626953125,0.000732421875,0.002593994140625,0.0250244140625,0.0012664794921875,0.000156402587890625,0.00020694732666015625,0.00023174285888671875,4.172325134277344e-05,0.0014495849609375,0.002899169921875,0.0089111328125,0.000896453857421875,9.298324584960938e-05,0.00014019012451171875,0.0004177093505859375,0.00018787384033203125,0.00019073486328125,0.000885009765625,0.0031890869140625,0.0001621246337890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_29,0.01446533203125,0.0010528564453125,0.8828125,0.01953125,0.00372314453125,0.0040283203125,0.001190185546875,0.0008697509765625,0.0004711151123046875,0.00138092041015625,0.00396728515625,0.033203125,0.00156402587890625,0.00025177001953125,0.000270843505859375,0.0003509521484375,8.106231689453125e-05,0.00162506103515625,0.004150390625,0.01544189453125,0.001068115234375,0.000156402587890625,0.000247955322265625,0.0005645751953125,0.0002880096435546875,0.000308990478515625,0.00138092041015625,0.005767822265625,0.000286102294921875,7.390975952148438e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_30,0.0296630859375,0.00726318359375,0.83984375,0.03564453125,0.00262451171875,0.004913330078125,0.000705718994140625,0.000606536865234375,0.000274658203125,0.000598907470703125,0.0021514892578125,0.04052734375,0.0017242431640625,0.00012493133544921875,0.000377655029296875,0.000125885009765625,3.504753112792969e-05,0.000652313232421875,0.003997802734375,0.0238037109375,0.000453948974609375,4.5299530029296875e-05,0.00011968612670898438,0.00018978118896484375,6.341934204101562e-05,7.724761962890625e-05,0.00101470947265625,0.0035400390625,9.775161743164062e-05,2.5153160095214844e-05,0.00013256072998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_31,0.0130615234375,0.00142669677734375,0.88671875,0.022216796875,0.003631591796875,0.004180908203125,0.00093841552734375,0.000690460205078125,0.0003376007080078125,0.00084686279296875,0.002777099609375,0.033447265625,0.00179290771484375,0.00018405914306640625,0.00029754638671875,0.0002422332763671875,4.792213439941406e-05,0.00154876708984375,0.0030517578125,0.01458740234375,0.00092315673828125,0.0001201629638671875,0.00019168853759765625,0.0003871917724609375,0.00021457672119140625,0.0001888275146484375,0.0009918212890625,0.00445556640625,0.00023937225341796875,6.079673767089844e-05,0.00021266937255859375,9.822845458984375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
token_32,0.0211181640625,0.00038909912109375,0.9296875,0.010986328125,0.00157928466796875,0.00225830078125,0.0004863739013671875,0.0003452301025390625,0.000133514404296875,0.0004215240478515625,0.00148773193359375,0.01806640625,0.0008544921875,0.00010919570922851562,0.00012302398681640625,0.00014400482177734375,1.895427703857422e-05,0.00067901611328125,0.0019989013671875,0.006072998046875,0.00052642822265625,6.818771362304688e-05,9.012222290039062e-05,0.000274658203125,9.965896606445312e-05,9.822845458984375e-05,0.000568389892578125,0.002166748046875,0.00011730194091796875,2.6226043701171875e-05,0.0001049041748046875,5.364418029785156e-05,5.984306335449219e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
